PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,WL_Win,MATCHUP_Away,MATCHUP_Home
202327,1610612762,21701229,2018-04-11,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,0,2,3,0,0,1,13054,13054,13054,25154,19115,23497,1,12784,18958,12784,13731,14642,13731,5905,22415,19703,18867,16820,12224,8133,1,11691,18674,21168,9131,2016,109,1.0,3:03,,1610612762,Utah,202327,,,3.000000:03,119.0,116.7,69.4,57.1,49.6,59.5,0.0,0.0,0.0,0.333,0.0,0.125,0.0,1.0,1.0,0.143,0.145,91.59,102.3,85.25,6,0.111,1.0,0.0,1.0,0.0
202327,1610612762,21701217,2018-04-10,1,3,0.333,0,0,0.0,0,0,0.0,2,1,3,1,0,1,0,0,1,0,2,3,0,0,1,1,1,1,21750,19115,20118,17065,12784,18958,12784,13731,14642,13731,2736,17844,12541,12861,16820,4599,8133,1,5153,18674,21168,9131,2016,109,1.0,12:00,,1610612762,Utah,202327,,,12.000000:00,100.5,96.3,83.9,88.5,16.5,7.8,0.111,0.0,25.0,0.154,0.071,0.111,0.0,0.333,0.333,0.097,0.1,106.56,106.0,88.33,27,0.075,0.0,1.0,0.0,1.0
202327,1610612762,21701201,2018-04-08,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,1,1,1,1,25085,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,12861,16820,12224,2512,1,11691,12172,23334,11054,2016,109,1.0,3:14,,1610612762,Utah,202327,,,3.000000:14,153.1,150.0,118.3,114.3,34.7,35.7,0.333,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.82,96.49,80.41,6,-0.045,0.0,1.0,1.0,0.0
202327,1610612762,21701179,2018-04-05,0,1,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,0,2,1,0,0,0,0,1,1,1,1,23235,22697,23497,22697,12784,18958,12784,13731,14642,13731,5905,13412,12541,18867,16820,12224,2512,1,11691,12172,23334,12059,2016,109,1.0,8:20,,1610612762,Utah,202327,,,8.000000:20,100.0,100.0,103.1,88.9,-3.1,11.1,0.0,0.0,0.0,0.143,0.2,0.176,0.0,0.0,0.0,0.059,0.059,90.81,97.96,81.63,16,0.0,0.0,1.0,0.0,1.0
202327,1610612762,21701151,2018-04-01,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,-3,0,0,1,1,1,1,24876,22697,24957,22697,12784,18958,12784,10216,7582,10590,12711,22415,23339,18867,16820,12224,8133,1,1,12172,23101,15423,2016,109,1.0,3:44,,1610612762,Utah,202327,,,3.000000:44,93.4,90.0,135.1,120.0,-41.8,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.091,0.094,119.06,128.57,107.14,10,0.0,0.0,1.0,1.0,0.0
202327,1610612762,21701102,2018-03-25,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,-5,0,0,1,1,1,1,24739,22697,23497,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,9095,12224,2512,1,1,18674,23334,17397,2016,109,1.0,4:06,,1610612762,Utah,202327,,,4.000000:06,76.1,66.7,139.6,137.5,-63.5,-70.8,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.2,0.225,92.25,99.51,82.93,9,-0.088,0.0,1.0,1.0,0.0
202327,1610612762,21701062,2018-03-20,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,1,4,0,0,1,0,-1,0,0,1,13054,13054,13054,21491,22697,21901,22697,12784,15030,12784,13731,14642,13731,12711,13412,16012,18867,16820,4599,94,1,1,12172,23334,13246,2016,109,1.0,12:30,,1610612762,Utah,202327,,,12.000000:30,62.8,64.3,73.1,73.1,-10.2,-8.8,0.0,0.0,0.0,0.0,0.133,0.059,0.0,0.0,0.0,0.063,0.065,104.91,103.68,86.4,28,0.105,1.0,0.0,0.0,1.0
202327,1610612762,21701027,2018-03-15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,1,1,1,24614,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,2512,1,1,18674,23334,6621,2016,109,1.0,4:29,,1610612762,Utah,202327,,,4.000000:29,120.8,108.3,58.3,63.6,62.5,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.84,123.12,102.6,12,0.025,0.0,1.0,0.0,1.0
202327,1610612762,21701013,2018-03-13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-5,0,0,1,1,1,1,23944,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,5153,18674,23334,17397,2016,109,1.0,6:16,,1610612762,Utah,202327,,,6.000000:16,72.3,69.2,86.4,107.7,-14.1,-38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.69,99.57,82.98,13,-0.063,0.0,1.0,0.0,1.0
202327,1610612762,21700995,2018-03-11,0,3,0.0,0,0,0.0,0,0,0.0,2,1,3,2,2,0,0,1,3,0,0,-4,0,0,1,1,1,1,24370,22697,20118,22697,12784,18958,12784,13731,14642,13731,2736,17844,12541,8497,4386,12224,8133,17404,17900,18674,23334,16409,2016,109,1.0,5:05,,1610612762,Utah,202327,,,5.000000:05,84.2,83.3,119.0,107.7,-34.9,-24.4,0.5,1.0,28.6,0.333,0.143,0.231,28.6,0.0,0.0,0.357,0.36,111.61,118.03,98.36,12,-0.205,0.0,1.0,1.0,0.0
